ext_gene,HC_29_1,HC_29_2,HC_29_3,HC_TrpA1_21_1,HC_TrpA1_21_2,HC_TrpA1_21_3,HC_TrpA1_29_1,HC_TrpA1_29_2,HC_TrpA1_29_3,MechSD12hr_1,MechSD12hr_2,MechSD12hr_3,MechSD3hr_1,MechSD3hr_2,MechSD3hr_3,MechSD6hr_1,MechSD6hr_2,MechSD6hr_3,R21H11_29_1,R21H11_29_2,R21H11_29_3,R21H11_TrpA1_21_1,R21H11_TrpA1_21_2,R21H11_TrpA1_21_3,R21H11_TrpA1_29_1,R21H11_TrpA1_29_2,R21H11_TrpA1_29_3,R60F09_29_1,R60F09_29_2,R60F09_29_3,R60F09_TrpA1_21_1,R60F09_TrpA1_21_2,R60F09_TrpA1_21_3,R60F09_TrpA1_29_1,R60F09_TrpA1_29_2,R60F09_TrpA1_29_3,R65H02_29_1,R65H02_29_2,R65H02_29_3,R65H02_TrpA1_21_1,R65H02_TrpA1_21_2,R65H02_TrpA1_21_3,R65H02_TrpA1_29_1,R65H02_TrpA1_29_2,R65H02_TrpA1_29_3,R85C10_29_1,R85C10_29_2,R85C10_29_3,R85C10_TrpA1_21_1,R85C10_TrpA1_21_2,R85C10_TrpA1_21_3,R85C10_TrpA1_29_1,R85C10_TrpA1_29_2,R85C10_TrpA1_29_3,ZT_0_1,ZT_0_2,ZT_0_3,ZT_12_1,ZT_12_2,ZT_12_3,ZT_16_1,ZT_16_2,ZT_16_3,ZT_20_1,ZT_20_2,ZT_20_3,ZT_4_1,ZT_4_2,ZT_4_3,ZT_8_1,ZT_8_2,ZT_8_3
CG32148,3.9728,1.30659,4.1532,1.29191,5.13898,0.777627,3.0275,2.37271,3.06716,0.972583,2.14621,5.94834,0,4.55429,0,0,0,0,7.45562,4.1786,6.03046,0,3.96712,0.703304,1.80834,0.778722,1.85388,3.18773,4.4875,2.44259,0,3.46754,1.35967,2.61941,2.87167,2.25779,1.7541,2.36962,4.42674,7.14484,0.811474,2.27772,1.2864,1.91345,0.735922,3.81263,7.58692,3.09004,9.44129,0,2.69994,0,6.93339,7.04373,0.812979,5.15236,7.34914,4.80184,6.01447,4.75855,6.07871,2.59815,2.90735,2.55059,3.43074,0,5.18961,6.15016,2.34082,9.16341,3.44241,3.95626
CG3215,0,0,0,0,0,0,0.189123,0,0,0,0,0,0,0,0,0,0,0.689074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200144,0,0,0,0,0,0.287224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CG32150,0,0.649567,0,0,0.135944,0.221415,0.122549,0.258874,0.124584,0.145318,0,0.416093,0,0.334281,0.524522,0,0.396871,0,0.174249,0.34273,0.199128,0.112599,0.483496,0.215505,0.303496,0.475575,0.270221,0,0.301795,0.620791,0.395516,0.219366,0,0.574352,0.419204,0.246424,0,1.18058,0.743793,0,0.130145,0.123494,0.705784,0.416571,0.436752,0.201329,0.183104,1.3486,0.347286,0.187157,0.701306,0.213485,0.976176,0,0.185741,0.115399,0.502009,0.620408,0,0.868069,0.263537,0,0.157767,0,0,0.140592,0.279004,0.424663,0.230897,0.115566,0,0
CG32152,0.275808,0.441815,0.0766324,0.147307,0.384021,0.0483446,0.250808,0.285537,0.285483,0,0,0.0779151,0.0606013,0.156567,0.16311,0.0574997,0,0,0.270525,0.161945,0.617033,0.130555,0.27576717,0.0485866,0.205259,0.1789,0,0.652915,0.0693645,0.176586,0.0982931,0,0.178103,0.52409,0.280149,0.311672,0.527106,0.5062218,0.364176,0.414246,0.11374,0.223019,0.228324,0.0555116,0.219928,0.26292,0.0714167,0.349818,0.144376,0.0786366,0.0903655,0.0979608,0,0,0.328836,0.33969,0.16062,0.254659,0.278306,0.257807001,0.0723323,0.252013,0.30932,0,0.209401,0,0,0.240552,0.118746,0.242739,0.0500507,0.285053
CG3216,0.604655,0.107482,0.426413,0.105745,0.403386,0.508268,0.48462,0.256739,0.246621,0,0.165903,0.374078,0.260257,0,0.0848274,0.0689287,0.065185,0,0.24392,0.510001,0.889003,0.315852,0.562931,0.159613,0.415511,0.0626978,0.206981,0,0.750128,0.103121,0.262549,0.153368,0.272581,0.142532,0.227109,0.229817,0.143438,0.195551,0.601172,0.117372,0.322714,0.183988,0.0498394,0.0517426,0.118827,0.199185,0.0891669,0.334585,0.678203,0.429508,0.352651,0,0.631589,0.218659,0,0.106713,0.158753,0.244728,0.32183,0.172553,0.129593,0,0.156364,0.196955,0.0635602,0.252755,0.0909175,0.0762871,0.395936,0.266235,0.291498,0.255188
CG32161,0.459347,0.591302,1.40807,0,0,0,0.339214,0.354724,0.687535,0,0,0,0.364323,0,0.463146,0.400438,0,0,0.476329,0,0,0,0,0,0,0,0,0,0,0.557476,0,0.602173,0,0,0.318692,0,0.394297,2.14236,0.658805,0,0,0,0,0,0,0,0.534886,0,0,0,0,0,0.481306,0,0,0,0,0,0.64986,0,0,0,0,0,0,0.275077,0,0,0,0,0,0.352426
CG32163,31.4616,19.96645,37.6922,18.42547,22.16554,19.6927,31.5543,32.3368,23.4275,27.0864,32.96298,24.3529,29.7328,23.02648,20.97036,26.4663,26.90308,34.51726,21.5855,24.09314,31.3359,20.60524,27.02557,28.87717,34.9108,37.7119,33.1695,25.8889,27.4423,31.0843,32.95491,25.44537,23.86117,28.4617,23.4541,36.8601,30.61407,37.1084,26.331,25.4217,28.69198,23.80604,34.7722,35.9769,34.8793,34.2999,33.53876,31.1796,26.74284,23.06492,21.51999,37.1106,33.95764,34.1537,20.58057,23.5683,21.12551,21.79407,20.7933,28.3918,20.13564,23.69426,23.07113,24.44965,24.9042,26.87372,20.12236,20.26125,21.3623,21.92301,26.90775,25.62513
CG32164,49.1553,54.2087,49.4033,28.50648,34.12866059,21.93719,47.0727,55.3728,60.5363,24.44043,18.6817,27.54291,27.98485,21.121025,22.8811,18.04623,14.84825,20.97966,52.57254,48.40081,51.50000487,33.2532,31.4839,24.45369,37.8821,19.01911,35.78516,53.172,48.2645,54.946113,19.71067,24.911,35.20244,54.2801,54.62905,54.7565093,56.3144,55.04445,51.5198,31.216,34.14462746,28.947903,36.3214,34.26069619,35.426,40.96244474,44.4562,46.8672,37.6528,34.07880089,35.9357,41.34912,49.1731113,49.8128,35.74016,30.73648,35.3176,29.67467,27.97627,23.63542,33.60785,30.5509,31.51397,22.38926,20.41783,20.16286,28.81085,27.57425,29.820735,29.40164,29.916383,27.21168
CG32165,15.78352,16.07622,13.9025,5.60333,8.28594,3.78554,9.885783,9.48867,10.70376,18.585,13.63530004,17.65788,14.3397,14.25533,11.7803,16.0015,15.47390001,11.56360003,13.3151,8.799260001,11.87752,3.299650001,3.697844013,3.604747005,3.440720002,3.15468,4.600115017,11.0665,9.778680006,14.4151,2.254270009,2.725980002,4.631440001,5.32851,4.195450001,6.754830003,16.54919,13.28373,14.6717,3.317060002,3.922070001,3.896470001,6.173180003,2.541757003,3.850290007,11.5405,11.9593,9.505900003,3.936370006,4.753450003,2.84281,6.869040004,3.620740009,6.45419,17.918,17.3085,13.08063,15.0534,14.19424,15.29384,15.3081,17.72452,16.4986,13.0158,15.9678,10.1141,14.49212,14.14599,15.70364,15.75733,16.0172,15.8812
CG32170,0.285946,0,0,0.615328,0.224245,0,0.101058,0.320565,0,0.23915,0.554425,0.250557,0.108532,1.28358,0.281921,0,0,0.182967,0,0.282964,0.822038,0.18607,0.104131,0.0888222,0.734035,0.208436,0.244423,0,0,0,0.435952,0,0.181528,0.237148,0.284243,0.203435,0,0,0,1.0722,0.322331,0.306005,0.415723,0.172063,0.395217,0.33213,0.300418,0,0,0,0.47433,0,0,0.122385,0.100009,0.0950029,0.355178,0.204466,1.3358,0.204393,0,0.46535,0.390638,0.109519,1.06373,0.530508,0.534752,1.02268,0.189817,0.0950308,0.312626,0.955856
CG32174,77.581,78.2908,72.8858,66.6224,76.3315,60.9018,91.3427,88.2885,77.2954,64.0671,50.9323,53.3425,51.8852,48.6541,59.397,48.9813,44.732,54.85770484,71.5891,62.7377,74.6531,67.9075,60.3113,55.5819,55.5877,41.83105036,60.9206,66.56,75.2062,60.4502,60.7032,66.4784,71.4594,86.5136,75.2201,82.8319,60.8738,59.9472,67.5496,62.48810013,53.9081,62.3797,50.67,48.4198,40.473,65.4756,66.6606,60.5636,66.4246,83.7103,57.3173,86.866,66.904,64.6612,55.9102,57.08434,64.9453,60.744,61.0392,54.0852,62.455,49.614,54.877,49.3823,52.3446,49.9737,68.84708,54.8826,55.5161,59.4602,51.9218,61.2063
CG32176,51.184,54.6218,57.5856,34.628,42.3794,26.2705,66.031,60.4461,72.1385,32.0528,28.1515,30.0591,28.8341,26.5589,29.2067,30.1134,28.4922,21.1555,54.2047,45.6665,60.3424,37.6512,33.2747,26.2879,38.3733,23.8444,41.035,56.4408,47.3627,48.9228,20.3442,26.0971,36.3525,64.5076,54.5436,59.8454,62.3291,62.8062,50.702,39.3364,41.872,29.175,43.1019,37.2335,37.8575,38.0183,56.7273,49.4341,42.7216,41.7303,43.1153,60.5396,57.2926,55.586,38.1739,44.9682,44.6444,43.6266,38.3508,38.1979,48.9981,39.683,44.846,29.688,31.9575,24.2891,42.0562,38.5533,37.1483,44.6926,36.4008,38.6384
CG32181,0.128434,0,0,0.473248,0.100525,0.0897749,0.271793,0.0958458,0.0921575,0.107085,0,0,0,0.0821067,0,0,0.0976389,0,0.129072,0.253822,0.147478,0.250454,0.560413,0.318454,0,0.0935178,0,0.128458,0.22376,0,0.293475,0.0812021,0.0814114,0,0.0849337,0.364952,0.428145,0.291715,0.179371,0.0874828,0.578253,0.457577,0.596307,0.154386,0.177299,0.446683,0,0.124868,0.255099,0.412567,0,0,0.119131,0.109533,0.089515,0,0,0,0,0,0.291456,0.104365,0,0,0,0,0,0,0.169914,0.0850776,0,0.0952646
CG32182,0,0.269468,0,0.13236,0,0,0,0.161171,0.155279,0,0,0,0.164112,0,0,0,0,0.277708,0.2169,0,0.247904,0.280072,0,0,0,0,0.737765,0,0,0.257045,0,0,0,0,0,0.153416,0.179781,0.244754,0,0,0,0,0.377218,0,0,0,0,0,0.435754,0,0,0,0.204764,0,0.15244,0,0,0.464789,0,0,0,0,0,0,0,0,0.349871,0,0.144605,0,0,0
CG32187,30.9102,22.6182,25.5057,24.2598,35.7886,34.1017,36.1603,41.1294,34.1542,23.3518,26.0268,30.7762,31.3891,25.9344,22.7134,22.2215,21.5752,25.8209,27.3114,27.3381,34.2301,30.6111,41.1226,36.5789,34.8098,50.4036,37.2943,33.9109,33.7714,33.7487,33.2701,38.9371,38.2667,46.385,42.6376,43.8955,37.1287,37.8335,42.8768,35.9164,38.1289,32.5798,44.4869,33.1872,37.4688,33.0156,26.5564,34.0708,38.9109,35.4092,38.9737,51.2822,40.4968,45.1034,28.7231,23.6345,25.4891,27.9393,24.8228,19.3485,30.0958,23.0486,27.3576,28.0156,27.7167,23.1777,26.3823,24.9817,28.2048,33.9886,25.906,32.2066
CG32188,0,0,0,0,0,0,0,0,0,1.5995,0,1.57869,2.65451,0,0,0,1.46511,0,5.05142,1.64761,1.89354,0,0,0,0.987186,0,0,0,0,0,0,1.15183,2.55488,0,0,0,0,0,4.74862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14033,0,1.29851,2.41803,0,0,0,0,0,1.40063,0,1.35912,3.23844,0,2.38451,1.9622,0
CG32189,3.27695,2.87076,3.42371,0,0,0.865688,0.834264,2.61991,2.54091,1.0815,0,2.19451,2.74785,3.3895,3.43379,2.13447,0.973236,1.64397,2.35059,3.45391,3.98192,0,0.88265,0.784709,2.00679,1.73172,1.02705,0,1.97388,0,0.884257,2.31315,1.2451,1.92411,1.58126,4.9759,0.967588,1.30443,6.51317,1.58283,0,0.838278,0.715005,2.12414,3.26923,1.40531,0,1.13906,2.60096,0,3.00058,4.28832,5.10473,3.35269,0.89785,1.61749,4.88948,0,1.66604,1.75363,0,2.87146,0,0.94249,0.952123,0,3.40524,1.13373,4.33005,1.68298,2.42516,1.74722
CG32191,0,0.177564,0.563582,0.960204,0.779345,0.298248,0,0.424431,0.408226,0.831081,0.68814,1.11951,0.646618,2.36687,1.67975,1.0328,0.547434,1.81671,0,0.561971,0.163258,0.92387,0.827221,3.08688,2.9967,1.03492,1.0922,0.853346,0.742861,0.849669,2.92223,4.58498,3.87555,0.824221,0.376324,2.02012,0.355424,0.16142,0.397026,0.58077,2.88069,0.40516,1.98144,3.07555,0.78492,0.824494,0.745637,1.10578,0.283104,0.305209,0.313943,0.35037,0.264672,0.121511,0.099295,0.377319,0.969774,0.710581,2.36849,3.34871,0.753867,2.19497,2.58602,0.543746,1.26743,2.031402,0.379231,2.03081,2.073099,1.13225,2.89698,0.843708
CG32192,4.058061136,3.87495,2.050090801,4.64568,3.49855,1.45624,2.91395,3.0949918,2.96763,0.885117,3.05073,1.235,2.08557,2.036480585,1.352127835,1.707292,1.05505,0.444016,2.39914,0.682538,0,2.23273,2.0108,0.216531535,0.966123,0.25018144,0,0.692364275,1.187681,1.633431593,1.03068,0.65615515,2.16572,1.41149,0.46117542,2.70041,0.574414116,0,0,0,0.77781653,1.47213,1.010841625,1.860515275,0.950283,1.99179,1.135430254,3.354743422,1.41046,1.51824,0.796787142,0.846038391,1.3551721,1.828080649,0.988477,1.16815,1.10251,1.50023,2.1051,0.998294106,1.334901569,1.401513617,2.20339,1.849261,1.046530781,1.930593447,1.14453,0.31587608,0.235668047,0.698021,0.778892146,0.256323
CG32195,42.74655,21.8297,32.9117,25.90847,23.89321,24.076097,15.009735,17.023221,19.067793,15.681995,15.46323,17.46235,17.01375,15.32578,21.25949,18.207431,20.570974,17.95913,21.77247,23.68775,27.97621,21.675808,24.586054,19.435302,21.677215,16.569667,16.45182,28.12274,29.73186,28.879102,19.255317,20.757481,28.904362,14.15179,18.508065,17.311935,17.837272,18.718009,21.94284,14.284347,19.475825,24.505298,15.787425,25.476287,22.796615,26.02347,36.27648,26.928567,27.068051,32.78903,34.23467,15.4702,19.284333,27.602987,21.17189,21.6491,32.04686,21.40317,23.0265,26.0392,22.74551,21.866284,30.753495,19.72987,20.70311,27.425539,21.5803797,30.89492,24.14761,24.70976,21.639859,24.05251
CG32196,15.1836,9.74066,15.8924,12.9905,9.61741,11.3208,9.91636,6.48893,7.22646,17.2376,18.429,18.8152,19.6423,20.9875,18.6609,18.5818,24.3432,19.9457,10.4596,9.1305,10.9679,15.1336,12.9681,7.66309,10.5418,13.8146,10.7854,11.3295,10.135,17.8921,15.6807,12.49685,15.4426,7.17985,10.4793,10.1918,6.49572,11.2755,6.03055,8.77625,10.1119,15.1042,13.2707,12.981,11.9353,19.8227,17.471,9.69896,10.0334,12.2705,10.7209,16.4489,7.40794,16.7065,21.2339,19.8561,16.016,14.5538,15.7031,19.21125,13.8941,14.0949,17.4343,19.8291,15.5996,22.8934,17.29148,19.2725,18.56813,19.4839,11.5924,15.7955
CG32198,0,0,0,0,0,0,1.43989,0,0,0,0,0,0,0,0,0,0,0,1.01285,0,0,0.654176,0,0,0.571892,0.738195,0,0,0,0,0.758735,0,0.645982,0.831679,2.05057,0.716465,0,0,0,1.35666,0,1.44235,0,0,0,0,1.20442,0,0,0,1.2784,0,0,0.954673,0,0,0,0,0,0.754636,0,0,0,0,0,0,0.616005,0,0,0,0,0
CG32199,0,0.671559,0.532889,0.880002,0.421746,0,2.02775,0.936801,1.93243,0.150344,0,0,0.272198,0,0.352677,0.145416,0,0,0.720614,0.708703,1.85291,1.0476,0.521671,0.668643,1.42826,1.17359,0.459319,1.07656,1.24793,1.71104,0.136275,0.226814,0.45472,1.92986,0.831906,1.5287,2.53901,1.8307,3.5023,0.243796,0.40368,0.255343,1.87685,0.96896,2.47321,0.624581,1.70595,4.18288,1.07835,0.581108,0.399042,2.42755,3.20082,2.46588,0,0,0,0,0.119829,0,0,0.145658,0,0.274683,0,0,0.0962506,0,0,0.119578,0.131246,0.133014
CG32201,0.677103,1.4855,0.841965,0.208584,0.133219,0,2.28172,1.39542,2.44181,0,0.164835,0,0.257933,0.218328,0,0.137677,0,0.435432,1.19546,1.84745,2.53708,1.10365,0.247245,0.211172,0.677143,0.123636,0.435355,1.36054,1.47903,2.43413,0,0.107494,0.969804,1.68876,1.80173,2.17359,1.84067,1.73571,2.13463,0.577955,0.637753,0.484156,2.76649,0.408296,1.05515,1.18377,1.61391,4.62608,1.02045,0.733264,2.07632,1.46476,3.50491,5.10586,0.119188,0,0,0.36474,0.113505,0,0,0,0.154617,0.260285,0.126596,0.0906022,0,0,0.113092,0.113211,0,0.378252
CG32202,38.3644,58.9828,50.1266,51.8018,38.9285,51.5674,62.9165,44.8463,50.2828,41.4061,52.0457,46.171,35.1902,48.9236,32.1089,50.7013,51.8217,37.1341,52.2787,33.2534,48.3652,51.408,51.6161,46.3785,44.509,62.3781,40.8857,52.3725,48.6401,46.9032,56.2446,36.1753,50.4375,59.3706,53.8525,46.9529,54.1862,62.3063,49.3946,51.6687,31.7601,49.5838,40.3207,41.2909,43.4569,40.5144,42.1251,49.9032,41.6611,45.3517,42.6907,57.8125,45.1675,41.3219,48.0566,53.5895,59.4374,43.3864,43.9776,40.3284,54.7282,43.894,42.7952,57.8226,40.7322,38.909,55.7098,34.2666,40.3561,47.6641,39.5006,59.8104
CG32204,86.6115,95.5851,93.5281,66.1265,66.6004,45.9048,73.9906,84.7053,80.974,73.9374,74.6515,81.6375,71.8908,67.4431,64.3268,62.6028,65.901,59.5994,97.3191,96.5245,90.2615,65.7207,64.9263,55.0755,56.2176,31.4899,64.2897,84.9827,87.0758,83.8966,36.5258,47.0316,65.1748,79.6584,87.2417,72.842,88.9899,81.9568,84.5195,66.3591,69.5014,61.4068,57.0046,58.8048,51.8457,70.8156,87.2866,80.4204,92.3825,77.6934,80.7187,63.2049,81.4371,63.6222,89.0586,87.5215,90.1396,94.4377,84.9882,77.4641,82.2804,81.4068,79.7729,74.7256,76.8983,59.5411,86.3901,82.7448,84.7283,93.8071,77.3171,77.7547
CG32206,56.2302,60.1524,56.797,39.5682,47.6956,26.3732,49.6812,52.9556,56.0974,42.259,36.2388,43.9442,40.774,35.624,36.3806,29.5766,27.4472,29.5576,58.1376,61.3266,55.6474,37.358,39.5346,29.5728,28.896,13.89272,27.4776,54.6768,50.2278,54.8198,21.2342,22.3762,36.3326,47.9252,44.2074,45.5146,56.6148,56.4578,49.7594,36.7324,39.6454,30.9892,27.1992,23.6924,24.8688,48.0046,61.3804,53.4362,57.852,55.3852,54.9332,37.658,47.3774,42.9644,52.7384,50.1276,52.53,54.1466,48.1718,41.517,49.8144,43.8148,50.2498,38.5706,40.5756,30.9594,48.2522,48.1856,49.2222,55.4146,46.7108,46.3006
CG32212,8.44301,12.1868,16.8088,34.8619,33.2505,59.6544,15.1131,22.7225,25.7639,2.24334,4.08739,4.22062,1.58424,4.47516,1.50693,6.55324,3.63255,3.40795,7.75089,8.14543,10.0428,45.4734,37.9286,56.754,33.4865,74.2735,31.8099,4.13813,8.88595,10.266,71.1186,61.6335,48.7913,17.2648,17.3146,27.108,9.84182,5.22647,7.86256,35.9978,43.7378,57.3694,33.4137,37.9903,47.0319,10.8859,7.6116,10.5018,25.4828,34.1241,29.5106,17.9569,18.987,32.4085,3.8011,2.12499,7.75472,4.52569,1.06083,1.88135,6.08127,5.43329,1.41083,4.40048,1.98488,4.83056,2.0513,5.76522,1.44025,2.15633,2.38682,2.05039
CG32213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.675378,0,0,0,0,0,0.994324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CG32214,0,0,1.00564,1.875562,3.31682,4.50481,1.464967,0.366517,0.710724,0,0,0,0.802567,0,0,0,0,1.42804,1.03103,1.01175,0,3.33176,5.367295,2.715258,3.49462,2.12575,0.895629,1.03035,1.2698,1.18399,1.544081,3.3469,3.94639,0.405186,1.389927,1.04633,0,0,2.85837,0.989301,3.92264,5.21845,3.1088,2.63723,1.68396,0,0,0,1.5615,1.67797,9.1184,3.7605,2.49633,2.21172,0.786888,0,1.421825,0,0.726806,0.768237,0.770047,0.838947,0.938856,0.822161,0,0.677792,0,0,0.754539,0,1.13168,0.364138
CG32219,0.332296,0,1.34225,1.037,0.534746,0.238311,0.482502,0.506557,0.734133,0,0,0,0,0,0,0.280894,0,0,0.681079,0.67028,0,0.877187,0,0.637719,0,0.245724,0.87041,0.679888,1.17555,0,0.768123,0.64434,1.29108,0,0.452857,0.482157,0.282066,0.766992,0,0.687611,0,0.24097,0,0,0.466653,0.791553,1.11352,0.658916,0.700417,0.75395,1.17211,0,0.664323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CG3222,0,0.580581,0.230357,0,0,0,0,0.347319,0.33475,0,0,0,0,0.150468,0.228429,0,0,0.299661,0,0,0,0,0.169235,0,0.264269,0.168965,0.59628,0.232912,0,0.830107,0.176405,0,0,0.385056,0.154558,0.661211,0.193669,0,0,0,1.22218,0,0.406695,0.418619,0.320606,1.08223,0.248744,0.678208,0.235472,0.507366,0,1.14348,0.443138,0.201614,0.164653,0.311341,0.584475,0.50135,0,0.333894,0.1778,0.377841,0.635285,0.178557,0.348627,0,0.252025,0,0,1.09375,0,0.517791
CG32221,27.6315,28.2856,23.5768,19.8538,23.4472,20.5278,23.4278,27.1454,21.2114,18.543,18.3067,25.2824,22.5559,20.3474,25.6464,22.8875,22.5425,24.4348,22.3824,27.4698,23.8305,23.6029,23.1296,21.6693,28.6992,22.1501,22.2775,28.203,20.3696,23.8343,17.3577,23.0043,26.1977,23.645,25.1272,24.2162,21.4092,22.8917,21.7793,24.3261,25.8644,21.4182,23.4846,21.7182,20.4823,28.7514,25.4226,27.2057,22.1844,21.2285,23.1495,26.4734,26.7313,25.4114,24.5087,20.0513,24.2514,24.6871,21.397,23.7157,24.0567,24.9019,26.8539,21.8866,20.8887,22.3491,22.7338,28.207,24.7772,23.7813,20.3845,25.4262
CG32225,338.045,332.177,341.727,368.38,417.638,374.119,389.53,368.134,385.175,389.978,387.005,357.025,369.254,302.556,324.056,359.163,326.391,378.22,390.869,396.178,351.955,385.863,432.796,400.461,336.503,280.232,334.422,351.263,331.359,358.519,369.818,406.318,395.356,361.696,391.558,351.815,382.447,365.099,331.567,352.912,401.481,398.716,350.009,352.916,349.728,357.239,402.782,366.917,468.191,408.422,425.915,401.618,419.358,365.279,384.058,362.85,376.228,386.563,352.446,347.29,399.406,343.946,337.272,342.826,326.818,355.162,399.98,351.681,379.962,393.995,361.157,364.056
CG32228,0.766174,0.357808,0.378546,0.175995,0,0.0666734,0.0672518,0.142465,0.0684397,0.0793048,0.368462,0.16622,0.216696,0.30402,0.0941127,0.0765875,0.144784,0.364416,0,0.377321,0.10962,0.124208,0,0.0590734,0.108922,0.208693,0.244315,0.286344,0.0832269,0,0.145626,0.241362,0.181508,0.0790832,0.0630361,0.0678089,0,0.216973,0.133408,0,0.286515,0.0680522,0.110661,0.114824,0.0659252,0.110557,0.297449,0.185648,0.565446,0.101635,0.417458,0.117785,0.263461,0.486021,0.331069,0.189169,0.235217,0.135883,0.253502,0.271763,0.287903,0.232759,0.433862,0.364424,0.494202,0.0499038,0.101056,0.423773,0.188563,0.566654,0,0.141603
CG3223,26.6357,25.4535,26.175,18.883,27.2734,25.2132,27.0941,30.9109,29.4764,29.5825,25.3763,28.9655,31.3084,23.2211,33.535,30.1528,31.9056,24.0719,32.6124,26.3198,24.3709,23.4887,24.6738,18.3931,24.013,24.8021,27.0176,25.8287,26.0506,33.0639,17.0601,23.6961,25.862,31.3498,29.4163,30.311,34.3105,29.7273,25.5349,25.7198,28.4237,24.4385,30.5296,25.6005,24.8171,27.8114,26.7823,33.3707,32.2917,25.3059,25.8613,29.9408,29.7402,31.0817,30.6708,28.3411,28.6547,26.0241,31.5018,29.0776,28.8759,27.212,28.4066,23.9358,28.4678,24.4282,32.8898,28.2704,29.5692,27.2211,29.6852,28.4065
CG32232,0.195673,0.121863,0.0966949,0.239758,0.381323,0,0.206164,0.21835,0.0699332,0.243149,0.282401,0.33975,0.0738099,0.0621418,0.0961555,0.234826,0.147958,0,0.294113,0.0963835,0,0.190357,0.0709273,0.0603658,0.0556427,0.0710749,0,0.292583,0.510204,0.116859,0,0.12331,0.12364,0.0808034,0.0644142,0,0,0.33253,0.408918,0.133033,0.146377,0.278126,0,0.117319,0.067358,0.225941,0.50676,0.569062,0.0963284,0.103884,0,0,0,0.082793,0.0676757,0.0644415,0.240407,0.20829,0.129531,0.208285,0.0735576,0.0792742,0.0886631,0.297909,0.144303,0.102035,0.258229,0.0866205,0.0642411,0.386098,0.211454,0.361716
CG32235,0,0,0,0,0,0,0.496113,1.03371,0,0,1.38348,0,0,0,0,0.599533,0,0,0,0,0.792161,0,0,0.443126,0.777738,0,0,0,0,0,0,0,0,0,0.933525,0.984597,0.573878,0,0,0,0.520914,0,0,0,0.949269,0,0,0,0,0.808856,0,0,0,0,0,0,0,0.5119,0,0,0.553206,0,0,0.542414,0.541993,0,0,0,1.48129,0,0,0.514123
CG32236,0,0,0.210232,0,0,0,0,0.158451,0,0,0,0,0,0,0,0,0.324807,0,0,0.209751,0,0,0.154414,0,0.120649,0,0,0.212486,0.184519,0.25276,0,0,0.1346,0.351408,0,0,0,0,0,0,0,0,0,0.254754,0,0,0,0,0.21406,0,0,0,0.201124,0,0,0,0,0,0.142234,0,0.161911,0,0,0.162801,0.158748,0,0,0.955369,0.142093,0,0,0
CG32237,1.06839,0.967772,0.959872,0.952021,2.27112,0.608652,1.02324,1.156,1.11071,2.01124,1.02784,1.60187,1.39208,1.29532,0.954532,0.543865,1.46867,0.61611,1.26516,0.861098,0.667112,0.566899,1.12652,0.659135,0.552364,0.282222,1.32164,0.484063,1.01295,0.464032,0.590789,0.734435,0.797774,0.721908,1.02305,1.10044,1.29151,0.880264,1.4884,1.45269,0.944478,1.03534,0.448992,0.582304,0.334327,0.784984,1.00595,0.564896,1.05172,0.824884,0.635312,0.477849,0.89105,1.80791,1.94802,2.81447,1.67035,1.44728,1.73577,1.79184,1.53329,2.28212,1.14417,1.84824,1.86207,0.911422,1.89667,1.03175,1.02023,1.8523,1.46917,2.01077
CG32238,0,0.364325,0,0,0,0,0.411859,0.326581,0.209426,0,0,0.127665,0.221159,0,0.430781,0,0,0,0,0,0.167491,0.189548,0.318256,0.090501,0,0.106166,0,0,0.127009,0.174306,0,0,0,0.241592,0.193073,0,0.121542,0,0,0,0.10946,0.207822,0.169426,0,0.100653,0,0.153113,0.141805,0.43596,0,0,0,0,0.623663,0.4077,0.290429,0.180989,0.20834,0,0,0,0,0,0,0,0.077263,0.233584,0.130274,0,0.193696,0.106208,0.108199
CG3224,110.374,108.134,108.11,84.8285,92.3441,108.401,98.1928,125.911,96.8334,106.337,89.6763,116.881,113.78,103.65,100.672,103.005,135.569,110.4,110.107,89.4763,105.833,109.608,94.1767,91.1372,123.933,112.256,112.163,116.758,93.4267,96.8404,88.5523,106.821,86.344,110.703,98.1057,103.242,99.5115,91.8568,84.6086,118.669,114.369,94.1869,88.9236,95.0429,79.986,113.208,76.6451,111.826,75.1278,86.991,77.7121,107.085,107.924,102.74,107.818,99.7621,102.84,87.733,99.7837,115.976,95.8672,109.696,101.232,100.977,90.7267,109.949,105.229,84.6794,90.9313,98.8341,102.502,110.559
